sql>select state, p_date, count(*) from payments group by state, p_date order by state, p_date;
+-------+------------+---------+
| state | p_date     | L4      |
+=======+============+=========+
| AC    | 2011-01-01 |   59341 |
| AC    | 2011-02-01 |   58587 |
| AC    | 2011-03-01 |   58539 |
| AC    | 2011-04-01 |   58845 |
| AC    | 2011-05-01 |   58707 |
| AC    | 2011-06-01 |   58644 |
| AC    | 2011-07-01 |   58656 |
| AC    | 2011-08-01 |   56418 |
| AC    | 2011-09-01 |   56757 |
| AC    | 2011-10-01 |   56353 |
| AC    | 2011-11-01 |   56367 |
| AC    | 2011-12-01 |   56272 |
| AC    | 2012-01-01 |   55391 |
| AC    | 2012-02-01 |   55242 |
| AC    | 2012-03-01 |   67565 |
| AC    | 2012-04-01 |   68784 |
| AC    | 2012-05-01 |   68843 |
| AC    | 2012-06-01 |   68530 |
| AC    | 2012-07-01 |   68713 |
| AC    | 2012-08-01 |   69800 |
| AC    | 2012-09-01 |   70049 |
| AC    | 2012-10-01 |   70107 |
| AC    | 2012-11-01 |   70463 |
| AC    | 2012-12-01 |   70769 |
| AC    | 2013-01-01 |   68941 |
| AC    | 2013-02-01 |   67584 |
| AC    | 2013-03-01 |   72453 |
| AC    | 2013-04-01 |   71696 |
| AC    | 2013-05-01 |   72076 |
| AC    | 2013-06-01 |   72500 |
| AC    | 2013-07-01 |   73786 |
| AC    | 2013-08-01 |   74042 |
| AC    | 2013-09-01 |   74882 |
| AC    | 2013-10-01 |   75189 |
| AC    | 2013-11-01 |   74802 |
| AC    | 2013-12-01 |   78966 |
| AC    | 2014-01-01 |   79305 |
| AC    | 2014-02-01 |   80087 |
| AC    | 2014-03-01 |   79144 |
| AC    | 2014-04-01 |   80140 |
| AC    | 2014-05-01 |   79139 |
| AC    | 2014-06-01 |   80173 |
| AC    | 2014-07-01 |   80878 |
| AC    | 2014-08-01 |   79296 |
| AC    | 2014-09-01 |   79478 |
| AC    | 2014-10-01 |   79027 |
| AC    | 2014-11-01 |   78963 |
| AC    | 2014-12-01 |   78724 |
| AC    | 2015-01-01 |   78700 |
| AC    | 2015-02-01 |   78850 |
| AC    | 2015-03-01 |   78765 |
| AC    | 2015-04-01 |   77755 |
| AC    | 2015-05-01 |   77750 |
| AC    | 2015-06-01 |   77520 |
| AC    | 2015-07-01 |   77514 |
| AC    | 2015-08-01 |   77434 |
| AC    | 2015-09-01 |   80290 |
| AC    | 2015-10-01 |   81618 |
| AC    | 2015-11-01 |   80519 |
| AC    | 2015-12-01 |   80987 |
| AC    | 2016-01-01 |   83751 |
| AC    | 2016-02-01 |   83616 |
| AC    | 2016-03-01 |   84350 |
| AC    | 2016-04-01 |   84858 |
| AC    | 2016-05-01 |   84345 |
| AC    | 2016-06-01 |   84124 |
| AC    | 2016-07-01 |   84765 |
| AC    | 2016-08-01 |   84419 |
| AC    | 2016-09-01 |   84129 |
| AC    | 2016-10-01 |   84161 |
| AC    | 2016-11-01 |   83348 |
| AC    | 2016-12-01 |   82949 |
| AC    | 2017-01-01 |   84635 |
| AC    | 2017-02-01 |   85407 |
| AL    | 2011-01-01 |  415767 |
| AL    | 2011-02-01 |  418753 |
| AL    | 2011-03-01 |  419086 |
| AL    | 2011-04-01 |  420441 |
| AL    | 2011-05-01 |  419775 |
| AL    | 2011-06-01 |  420175 |
| AL    | 2011-07-01 |  419044 |
| AL    | 2011-08-01 |  416439 |
| AL    | 2011-09-01 |  420374 |
| AL    | 2011-10-01 |  418661 |
| AL    | 2011-11-01 |  422813 |
| AL    | 2011-12-01 |  425137 |
| AL    | 2012-01-01 |  423207 |
| AL    | 2012-02-01 |  424361 |
| AL    | 2012-03-01 |  423535 |
| AL    | 2012-04-01 |  427991 |
| AL    | 2012-05-01 |  428484 |
| AL    | 2012-06-01 |  428090 |
| AL    | 2012-07-01 |  429572 |
| AL    | 2012-08-01 |  433131 |
| AL    | 2012-09-01 |  431803 |
| AL    | 2012-10-01 |  432684 |
| AL    | 2012-11-01 |  434795 |
| AL    | 2012-12-01 |  436270 |
| AL    | 2013-01-01 |  435407 |
| AL    | 2013-02-01 |  426613 |
| AL    | 2013-03-01 |  431548 |
| AL    | 2013-04-01 |  426329 |
| AL    | 2013-05-01 |  425281 |
| AL    | 2013-06-01 |  426576 |
| AL    | 2013-07-01 |  432805 |
| AL    | 2013-08-01 |  436855 |
| AL    | 2013-09-01 |  442557 |
| AL    | 2013-10-01 |  441655 |
| AL    | 2013-11-01 |  438192 |
| AL    | 2013-12-01 |  442614 |
| AL    | 2014-01-01 |  439883 |
| AL    | 2014-02-01 |  442074 |
| AL    | 2014-03-01 |  444053 |
| AL    | 2014-04-01 |  446500 |
| AL    | 2014-05-01 |  439966 |
| AL    | 2014-06-01 |  442484 |
| AL    | 2014-07-01 |  451948 |
| AL    | 2014-08-01 |  446881 |
| AL    | 2014-09-01 |  446659 |
| AL    | 2014-10-01 |  443825 |
| AL    | 2014-11-01 |  442999 |
| AL    | 2014-12-01 |  440833 |
| AL    | 2015-01-01 |  440392 |
| AL    | 2015-02-01 |  439903 |
| AL    | 2015-03-01 |  439054 |
| AL    | 2015-04-01 |  428734 |
| AL    | 2015-05-01 |  428925 |
| AL    | 2015-06-01 |  424930 |
| AL    | 2015-07-01 |  425020 |
| AL    | 2015-08-01 |  423827 |
| AL    | 2015-09-01 |  422969 |
| AL    | 2015-10-01 |  422357 |
| AL    | 2015-11-01 |  416235 |
| AL    | 2015-12-01 |  420515 |
| AL    | 2016-01-01 |  413715 |
| AL    | 2016-02-01 |  413518 |
| AL    | 2016-03-01 |  400051 |
| AL    | 2016-04-01 |  400544 |
| AL    | 2016-05-01 |  398888 |
| AL    | 2016-06-01 |  399594 |
| AL    | 2016-07-01 |  399896 |
| AL    | 2016-08-01 |  399992 |
| AL    | 2016-09-01 |  403870 |
| AL    | 2016-10-01 |  405266 |
| AL    | 2016-11-01 |  395747 |
| AL    | 2016-12-01 |  397142 |
| AL    | 2017-01-01 |  396010 |
| AL    | 2017-02-01 |  399078 |
| AM    | 2011-01-01 |  287423 |
| AM    | 2011-02-01 |  291617 |
| AM    | 2011-03-01 |  291039 |
| AM    | 2011-04-01 |  291496 |
| AM    | 2011-05-01 |  291250 |
| AM    | 2011-06-01 |  290397 |
| AM    | 2011-07-01 |  290399 |
| AM    | 2011-08-01 |  289342 |
| AM    | 2011-09-01 |  304417 |
| AM    | 2011-10-01 |  303864 |
| AM    | 2011-11-01 |  305828 |
| AM    | 2011-12-01 |  307285 |
| AM    | 2012-01-01 |  307255 |
| AM    | 2012-02-01 |  308689 |
| AM    | 2012-03-01 |  321675 |
| AM    | 2012-04-01 |  323047 |
| AM    | 2012-05-01 |  322170 |
| AM    | 2012-06-01 |  321733 |
| AM    | 2012-07-01 |  325653 |
| AM    | 2012-08-01 |  330894 |
| AM    | 2012-09-01 |  329257 |
| AM    | 2012-10-01 |  329755 |
| AM    | 2012-11-01 |  331103 |
| AM    | 2012-12-01 |  102862 |
| AM    | 2013-01-01 |  328648 |
| AM    | 2013-02-01 |  323467 |
| AM    | 2013-03-01 |  334374 |
| AM    | 2013-04-01 |  331448 |
| AM    | 2013-05-01 |  335235 |
| AM    | 2013-06-01 |  333654 |
| AM    | 2013-07-01 |  338517 |
| AM    | 2013-08-01 |  340615 |
| AM    | 2013-09-01 |  345348 |
| AM    | 2013-10-01 |  346412 |
| AM    | 2013-11-01 |  345446 |
| AM    | 2013-12-01 |  361083 |
| AM    | 2014-01-01 |  361392 |
| AM    | 2014-02-01 |  361114 |
| AM    | 2014-03-01 |  361584 |
| AM    | 2014-04-01 |  364173 |
| AM    | 2014-05-01 |  360676 |
| AM    | 2014-06-01 |  363728 |
| AM    | 2014-07-01 |  370080 |
| AM    | 2014-08-01 |  362479 |
| AM    | 2014-09-01 |  362556 |
| AM    | 2014-10-01 |  361755 |
| AM    | 2014-11-01 |  361405 |
| AM    | 2014-12-01 |  359360 |
| AM    | 2015-01-01 |  359286 |
| AM    | 2015-02-01 |  360959 |
| AM    | 2015-03-01 |  360739 |
| AM    | 2015-04-01 |  353072 |
| AM    | 2015-05-01 |  353299 |
| AM    | 2015-06-01 |  351886 |
| AM    | 2015-07-01 |  352200 |
| AM    | 2015-08-01 |  351685 |
| AM    | 2015-09-01 |  355247 |
| AM    | 2015-10-01 |  365261 |
| AM    | 2015-11-01 |  359889 |
| AM    | 2015-12-01 |  363223 |
| AM    | 2016-01-01 |  367857 |
| AM    | 2016-02-01 |  367671 |
| AM    | 2016-03-01 |  370768 |
| AM    | 2016-04-01 |  372628 |
| AM    | 2016-05-01 |  371723 |
| AM    | 2016-06-01 |  370146 |
| AM    | 2016-07-01 |  375264 |
| AM    | 2016-08-01 |  374459 |
| AM    | 2016-09-01 |  375203 |
| AM    | 2016-10-01 |  373911 |
| AM    | 2016-11-01 |  371341 |
| AM    | 2016-12-01 |  371395 |
| AM    | 2017-01-01 |  380554 |
| AM    | 2017-02-01 |  383253 |
| AP    | 2011-01-01 |   46414 |
| AP    | 2011-02-01 |   49588 |
| AP    | 2011-03-01 |   49538 |
| AP    | 2011-04-01 |   49736 |
| AP    | 2011-05-01 |   49682 |
| AP    | 2011-06-01 |   49605 |
| AP    | 2011-07-01 |   49596 |
| AP    | 2011-08-01 |   48753 |
| AP    | 2011-09-01 |   50773 |
| AP    | 2011-10-01 |   50112 |
| AP    | 2011-11-01 |   50698 |
| AP    | 2011-12-01 |   50832 |
| AP    | 2012-01-01 |   50945 |
| AP    | 2012-02-01 |   51424 |
| AP    | 2012-03-01 |   51524 |
| AP    | 2012-04-01 |   51206 |
| AP    | 2012-05-01 |   51773 |
| AP    | 2012-06-01 |   51699 |
| AP    | 2012-07-01 |   52683 |
| AP    | 2012-08-01 |   53314 |
| AP    | 2012-09-01 |   53043 |
| AP    | 2012-10-01 |   53100 |
| AP    | 2012-11-01 |   53290 |
| AP    | 2012-12-01 |   53417 |
| AP    | 2013-01-01 |   53311 |
| AP    | 2013-02-01 |   52483 |
| AP    | 2013-03-01 |   53724 |
| AP    | 2013-04-01 |   53366 |
| AP    | 2013-05-01 |   52983 |
| AP    | 2013-06-01 |   52683 |
| AP    | 2013-07-01 |   53376 |
| AP    | 2013-08-01 |   53111 |
| AP    | 2013-09-01 |   53056 |
| AP    | 2013-10-01 |   53025 |
| AP    | 2013-11-01 |   53742 |
| AP    | 2013-12-01 |   54181 |
| AP    | 2014-01-01 |   54100 |
| AP    | 2014-02-01 |   54114 |
| AP    | 2014-03-01 |   53366 |
| AP    | 2014-04-01 |   54236 |
| AP    | 2014-05-01 |   53515 |
| AP    | 2014-06-01 |   54310 |
| AP    | 2014-07-01 |   56836 |
| AP    | 2014-08-01 |   56221 |
| AP    | 2014-09-01 |   56535 |
| AP    | 2014-10-01 |   56095 |
| AP    | 2014-11-01 |   56090 |
| AP    | 2014-12-01 |   55702 |
| AP    | 2015-01-01 |   55840 |
| AP    | 2015-02-01 |   55777 |
| AP    | 2015-03-01 |   55816 |
| AP    | 2015-04-01 |   55336 |
| AP    | 2015-05-01 |   55359 |
| AP    | 2015-06-01 |   54953 |
| AP    | 2015-07-01 |   56058 |
| AP    | 2015-08-01 |   55907 |
| AP    | 2015-09-01 |   58825 |
| AP    | 2015-10-01 |   60598 |
| AP    | 2015-11-01 |   60093 |
| AP    | 2015-12-01 |   60880 |
| AP    | 2016-01-01 |   63237 |
| AP    | 2016-02-01 |   63029 |
| AP    | 2016-03-01 |   63232 |
| AP    | 2016-04-01 |   63222 |
| AP    | 2016-05-01 |   62871 |
| AP    | 2016-06-01 |   62885 |
| AP    | 2016-07-01 |   62842 |
| AP    | 2016-08-01 |   62652 |
| AP    | 2016-09-01 |   63526 |
| AP    | 2016-10-01 |   63267 |
| AP    | 2016-11-01 |   61735 |
| AP    | 2016-12-01 |   62447 |
| AP    | 2017-01-01 |   65295 |
| AP    | 2017-02-01 |   65979 |
| BA    | 2011-01-01 | 1673177 |
| BA    | 2011-02-01 | 1652339 |
| BA    | 2011-03-01 | 1662050 |
| BA    | 2011-04-01 | 1670069 |
| BA    | 2011-05-01 | 1661888 |
| BA    | 2011-06-01 | 1659192 |
| BA    | 2011-07-01 | 1657062 |
| BA    | 2011-08-01 | 1670171 |
| BA    | 2011-09-01 | 1726728 |
| BA    | 2011-10-01 | 1726715 |
| BA    | 2011-11-01 | 1745496 |
| BA    | 2011-12-01 | 1752993 |
| BA    | 2012-01-01 | 1752455 |
| BA    | 2012-02-01 | 1759571 |
| BA    | 2012-03-01 | 1752295 |
| BA    | 2012-04-01 | 1760729 |
| BA    | 2012-05-01 | 1778406 |
| BA    | 2012-06-01 | 1769798 |
| BA    | 2012-07-01 | 1766482 |
| BA    | 2012-08-01 | 1793144 |
| BA    | 2012-09-01 | 1788589 |
| BA    | 2012-10-01 | 1793330 |
| BA    | 2012-11-01 | 1802250 |
| BA    | 2012-12-01 | 1808346 |
| BA    | 2013-01-01 | 1807705 |
| BA    | 2013-02-01 | 1771439 |
| BA    | 2013-03-01 | 1802462 |
| BA    | 2013-04-01 | 1782314 |
| BA    | 2013-05-01 | 1781564 |
| BA    | 2013-06-01 | 1772691 |
| BA    | 2013-07-01 | 1789812 |
| BA    | 2013-08-01 | 1799695 |
| BA    | 2013-09-01 | 1809357 |
| BA    | 2013-10-01 | 1808974 |
| BA    | 2013-11-01 | 1795480 |
| BA    | 2013-12-01 | 1816100 |
| BA    | 2014-01-01 | 1810189 |
| BA    | 2014-02-01 | 1814126 |
| BA    | 2014-03-01 | 1798073 |
| BA    | 2014-04-01 | 1810589 |
| BA    | 2014-05-01 | 1785988 |
| BA    | 2014-06-01 | 1799793 |
| BA    | 2014-07-01 | 1852051 |
| BA    | 2014-08-01 | 1837729 |
| BA    | 2014-09-01 | 1836692 |
| BA    | 2014-10-01 | 1827123 |
| BA    | 2014-11-01 | 1824234 |
| BA    | 2014-12-01 | 1816280 |
| BA    | 2015-01-01 | 1814160 |
| BA    | 2015-02-01 | 1814215 |
| BA    | 2015-03-01 | 1810041 |
| BA    | 2015-04-01 | 1787709 |
| BA    | 2015-05-01 | 1789121 |
| BA    | 2015-06-01 | 1773981 |
| BA    | 2015-07-01 | 1790588 |
| BA    | 2015-08-01 | 1787245 |
| BA    | 2015-09-01 | 1801622 |
| BA    | 2015-10-01 | 1805006 |
| BA    | 2015-11-01 | 1784538 |
| BA    | 2015-12-01 | 1804043 |
| BA    | 2016-01-01 | 1843957 |
| BA    | 2016-02-01 | 1841373 |
| BA    | 2016-03-01 | 1838158 |
| BA    | 2016-04-01 | 1843653 |
| BA    | 2016-05-01 | 1838740 |
| BA    | 2016-06-01 | 1832590 |
| BA    | 2016-07-01 | 1840572 |
| BA    | 2016-08-01 | 1835804 |
| BA    | 2016-09-01 | 1827693 |
| BA    | 2016-10-01 | 1829192 |
| BA    | 2016-11-01 | 1781063 |
| BA    | 2016-12-01 | 1776780 |
| BA    | 2017-01-01 | 1794964 |
| BA    | 2017-02-01 | 1804151 |
| CE    | 2011-01-01 | 1021348 |
| CE    | 2011-02-01 | 1042914 |
| CE    | 2011-03-01 | 1043762 |
| CE    | 2011-04-01 | 1055613 |
| CE    | 2011-05-01 | 1043352 |
| CE    | 2011-06-01 | 1041831 |
| CE    | 2011-07-01 | 1040094 |
| CE    | 2011-08-01 | 1031199 |
| CE    | 2011-09-01 | 1059263 |
| CE    | 2011-10-01 | 1054099 |
| CE    | 2011-11-01 | 1071807 |
| CE    | 2011-12-01 | 1076765 |
| CE    | 2012-01-01 | 1074356 |
| CE    | 2012-02-01 | 1077652 |
| CE    | 2012-03-01 | 1074247 |
| CE    | 2012-04-01 | 1077225 |
| CE    | 2012-05-01 | 1095955 |
| CE    | 2012-06-01 | 1088866 |
| CE    | 2012-07-01 | 1085023 |
| CE    | 2012-08-01 | 1093286 |
| CE    | 2012-09-01 | 1095136 |
| CE    | 2012-10-01 | 1097105 |
| CE    | 2012-11-01 | 1102921 |
| CE    | 2012-12-01 | 1107009 |
| CE    | 2013-01-01 | 1106057 |
| CE    | 2013-02-01 | 1080305 |
| CE    | 2013-03-01 | 1094768 |
| CE    | 2013-04-01 | 1083418 |
| CE    | 2013-05-01 | 1080889 |
| CE    | 2013-06-01 | 1078662 |
| CE    | 2013-07-01 | 1091709 |
| CE    | 2013-08-01 | 1096090 |
| CE    | 2013-09-01 | 1100455 |
| CE    | 2013-10-01 | 1102589 |
| CE    | 2013-11-01 | 1094050 |
| CE    | 2013-12-01 | 1104855 |
| CE    | 2014-01-01 | 1100486 |
| CE    | 2014-02-01 | 1109071 |
| CE    | 2014-03-01 | 1109217 |
| CE    | 2014-04-01 | 1110681 |
| CE    | 2014-05-01 | 1097854 |
| CE    | 2014-06-01 | 1103040 |
| CE    | 2014-07-01 | 1120638 |
| CE    | 2014-08-01 | 1104280 |
| CE    | 2014-09-01 | 1104942 |
| CE    | 2014-10-01 | 1101556 |
| CE    | 2014-11-01 | 1099467 |
| CE    | 2014-12-01 | 1093749 |
| CE    | 2015-01-01 | 1093145 |
| CE    | 2015-02-01 | 1092936 |
| CE    | 2015-03-01 | 1089711 |
| CE    | 2015-04-01 | 1062187 |
| CE    | 2015-05-01 | 1062615 |
| CE    | 2015-06-01 | 1056842 |
| CE    | 2015-07-01 | 1060273 |
| CE    | 2015-08-01 | 1056297 |
| CE    | 2015-09-01 | 1054119 |
| CE    | 2015-10-01 | 1086548 |
| CE    | 2015-11-01 | 1064131 |
| CE    | 2015-12-01 | 1079367 |
| CE    | 2016-01-01 | 1071882 |
| CE    | 2016-02-01 | 1070711 |
| CE    | 2016-03-01 | 1058150 |
| CE    | 2016-04-01 | 1061651 |
| CE    | 2016-05-01 | 1057104 |
| CE    | 2016-06-01 | 1052094 |
| CE    | 2016-07-01 | 1052970 |
| CE    | 2016-08-01 | 1049407 |
| CE    | 2016-09-01 | 1065260 |
| CE    | 2016-10-01 | 1066030 |
| CE    | 2016-11-01 | 1041040 |
| CE    | 2016-12-01 | 1044076 |
| CE    | 2017-01-01 | 1029043 |
| CE    | 2017-02-01 | 1035192 |
| DF    | 2011-01-01 |   98567 |
| DF    | 2011-02-01 |   97895 |
| DF    | 2011-03-01 |   97427 |
| DF    | 2011-04-01 |   97188 |
| DF    | 2011-05-01 |  101909 |
| DF    | 2011-06-01 |  126899 |
| DF    | 2011-07-01 |   92943 |
| DF    | 2011-08-01 |   76623 |
| DF    | 2011-09-01 |   78069 |
| DF    | 2011-10-01 |   79564 |
| DF    | 2011-11-01 |   79139 |
| DF    | 2011-12-01 |   77591 |
| DF    | 2012-01-01 |   73963 |
| DF    | 2012-02-01 |   71154 |
| DF    | 2012-03-01 |   77809 |
| DF    | 2012-04-01 |   80947 |
| DF    | 2012-05-01 |   85190 |
| DF    | 2012-06-01 |   84598 |
| DF    | 2012-07-01 |   84356 |
| DF    | 2012-08-01 |   93486 |
| DF    | 2012-09-01 |   98936 |
| DF    | 2012-10-01 |   99198 |
| DF    | 2012-11-01 |   99420 |
| DF    | 2012-12-01 |   99950 |
| DF    | 2013-01-01 |   95107 |
| DF    | 2013-02-01 |   91640 |
| DF    | 2013-03-01 |   91121 |
| DF    | 2013-04-01 |   85154 |
| DF    | 2013-05-01 |   93497 |
| DF    | 2013-06-01 |   92214 |
| DF    | 2013-07-01 |   93028 |
| DF    | 2013-08-01 |   88386 |
| DF    | 2013-09-01 |   89271 |
| DF    | 2013-10-01 |   88938 |
| DF    | 2013-11-01 |   88551 |
| DF    | 2013-12-01 |   94167 |
| DF    | 2014-01-01 |   94648 |
| DF    | 2014-02-01 |   94571 |
| DF    | 2014-03-01 |   92994 |
| DF    | 2014-04-01 |   94445 |
| DF    | 2014-05-01 |   93037 |
| DF    | 2014-06-01 |   93878 |
| DF    | 2014-07-01 |   88668 |
| DF    | 2014-08-01 |   87441 |
| DF    | 2014-09-01 |   87698 |
| DF    | 2014-10-01 |   87288 |
| DF    | 2014-11-01 |   87560 |
| DF    | 2014-12-01 |   87246 |
| DF    | 2015-01-01 |   86710 |
| DF    | 2015-02-01 |   86520 |
| DF    | 2015-03-01 |   86365 |
| DF    | 2015-04-01 |   80219 |
| DF    | 2015-05-01 |   80138 |
| DF    | 2015-06-01 |   80229 |
| DF    | 2015-07-01 |   84480 |
| DF    | 2015-08-01 |   84220 |
| DF    | 2015-09-01 |   97455 |
| DF    | 2015-10-01 |   94926 |
| DF    | 2015-11-01 |   93263 |
| DF    | 2015-12-01 |   94005 |
| DF    | 2016-01-01 |   85337 |
| DF    | 2016-02-01 |   85217 |
| DF    | 2016-03-01 |   79658 |
| DF    | 2016-04-01 |   81046 |
| DF    | 2016-05-01 |   80888 |
| DF    | 2016-06-01 |   80508 |
| DF    | 2016-07-01 |   85012 |
| DF    | 2016-08-01 |   84860 |
| DF    | 2016-09-01 |   85710 |
| DF    | 2016-10-01 |   88634 |
| DF    | 2016-11-01 |   87208 |
| DF    | 2016-12-01 |   87288 |
| DF    | 2017-01-01 |   82237 |
| DF    | 2017-02-01 |   83568 |
| ES    | 2011-01-01 |  188933 |
| ES    | 2011-02-01 |  187944 |
| ES    | 2011-03-01 |  187053 |
| ES    | 2011-04-01 |  188138 |
| ES    | 2011-05-01 |  187724 |
| ES    | 2011-06-01 |  188603 |
| ES    | 2011-07-01 |  188902 |
| ES    | 2011-08-01 |  185098 |
| ES    | 2011-09-01 |  189294 |
| ES    | 2011-10-01 |  190024 |
| ES    | 2011-11-01 |  191858 |
| ES    | 2011-12-01 |  192365 |
| ES    | 2012-01-01 |  191543 |
| ES    | 2012-02-01 |  193076 |
| ES    | 2012-03-01 |  192575 |
| ES    | 2012-04-01 |  192735 |
| ES    | 2012-05-01 |  192234 |
| ES    | 2012-06-01 |  190697 |
| ES    | 2012-07-01 |  193896 |
| ES    | 2012-08-01 |  196966 |
| ES    | 2012-09-01 |  197221 |
| ES    | 2012-10-01 |  197949 |
| ES    | 2012-11-01 |  199835 |
| ES    | 2012-12-01 |  201274 |
| ES    | 2013-01-01 |  201875 |
| ES    | 2013-02-01 |  194764 |
| ES    | 2013-03-01 |  204199 |
| ES    | 2013-04-01 |  200233 |
| ES    | 2013-05-01 |  202611 |
| ES    | 2013-06-01 |  199039 |
| ES    | 2013-07-01 |  199825 |
| ES    | 2013-08-01 |  197590 |
| ES    | 2013-09-01 |  198573 |
| ES    | 2013-10-01 |  197606 |
| ES    | 2013-11-01 |  196855 |
| ES    | 2013-12-01 |  203678 |
| ES    | 2014-01-01 |  202420 |
| ES    | 2014-02-01 |  203050 |
| ES    | 2014-03-01 |  204243 |
| ES    | 2014-04-01 |  204454 |
| ES    | 2014-05-01 |  197177 |
| ES    | 2014-06-01 |  198259 |
| ES    | 2014-07-01 |  197299 |
| ES    | 2014-08-01 |  193284 |
| ES    | 2014-09-01 |  193443 |
| ES    | 2014-10-01 |  191942 |
| ES    | 2014-11-01 |  193122 |
| ES    | 2014-12-01 |  190800 |
| ES    | 2015-01-01 |  189975 |
| ES    | 2015-02-01 |  190135 |
| ES    | 2015-03-01 |  189404 |
| ES    | 2015-04-01 |  184789 |
| ES    | 2015-05-01 |  183873 |
| ES    | 2015-06-01 |  184146 |
| ES    | 2015-07-01 |  187972 |
| ES    | 2015-08-01 |  187233 |
| ES    | 2015-09-01 |  195194 |
| ES    | 2015-10-01 |  196990 |
| ES    | 2015-11-01 |  192447 |
| ES    | 2015-12-01 |  195077 |
| ES    | 2016-01-01 |  189165 |
| ES    | 2016-02-01 |  188462 |
| ES    | 2016-03-01 |  182719 |
| ES    | 2016-04-01 |  183819 |
| ES    | 2016-05-01 |  182695 |
| ES    | 2016-06-01 |  181986 |
| ES    | 2016-07-01 |  185327 |
| ES    | 2016-08-01 |  185064 |
| ES    | 2016-09-01 |  185104 |
| ES    | 2016-10-01 |  186186 |
| ES    | 2016-11-01 |  181625 |
| ES    | 2016-12-01 |  181108 |
| ES    | 2017-01-01 |  173976 |
| ES    | 2017-02-01 |  174941 |
| GO    | 2011-01-01 |  325678 |
| GO    | 2011-02-01 |  326427 |
| GO    | 2011-03-01 |  326130 |
| GO    | 2011-04-01 |  337189 |
| GO    | 2011-05-01 |  328492 |
| GO    | 2011-06-01 |  328271 |
| GO    | 2011-07-01 |  328615 |
| GO    | 2011-08-01 |  322649 |
| GO    | 2011-09-01 |  329193 |
| GO    | 2011-10-01 |  328702 |
| GO    | 2011-11-01 |  332325 |
| GO    | 2011-12-01 |  333567 |
| GO    | 2012-01-01 |  331183 |
| GO    | 2012-02-01 |  334152 |
| GO    | 2012-03-01 |  332702 |
| GO    | 2012-04-01 |  335076 |
| GO    | 2012-05-01 |  337435 |
| GO    | 2012-06-01 |  335220 |
| GO    | 2012-07-01 |  334691 |
| GO    | 2012-08-01 |  346298 |
| GO    | 2012-09-01 |  343758 |
| GO    | 2012-10-01 |  344735 |
| GO    | 2012-11-01 |  346944 |
| GO    | 2012-12-01 |  348375 |
| GO    | 2013-01-01 |  345909 |
| GO    | 2013-02-01 |  337392 |
| GO    | 2013-03-01 |  346128 |
| GO    | 2013-04-01 |  339698 |
| GO    | 2013-05-01 |  343127 |
| GO    | 2013-06-01 |  339278 |
| GO    | 2013-07-01 |  341946 |
| GO    | 2013-08-01 |  340225 |
| GO    | 2013-09-01 |  342808 |
| GO    | 2013-10-01 |  341889 |
| GO    | 2013-11-01 |  338286 |
| GO    | 2013-12-01 |  344682 |
| GO    | 2014-01-01 |  342029 |
| GO    | 2014-02-01 |  346154 |
| GO    | 2014-03-01 |  341168 |
| GO    | 2014-04-01 |  345083 |
| GO    | 2014-05-01 |  338431 |
| GO    | 2014-06-01 |  338889 |
| GO    | 2014-07-01 |  348880 |
| GO    | 2014-08-01 |  340416 |
| GO    | 2014-09-01 |  342051 |
| GO    | 2014-10-01 |  340501 |
| GO    | 2014-11-01 |  341147 |
| GO    | 2014-12-01 |  338284 |
| GO    | 2015-01-01 |  336655 |
| GO    | 2015-02-01 |  336068 |
| GO    | 2015-03-01 |  334762 |
| GO    | 2015-04-01 |  328908 |
| GO    | 2015-05-01 |  328002 |
| GO    | 2015-06-01 |  326342 |
| GO    | 2015-07-01 |  327343 |
| GO    | 2015-08-01 |  325968 |
| GO    | 2015-09-01 |  323846 |
| GO    | 2015-10-01 |  325193 |
| GO    | 2015-11-01 |  319001 |
| GO    | 2015-12-01 |  324839 |
| GO    | 2016-01-01 |  323789 |
| GO    | 2016-02-01 |  323376 |
| GO    | 2016-03-01 |  321899 |
| GO    | 2016-04-01 |  323281 |
| GO    | 2016-05-01 |  321424 |
| GO    | 2016-06-01 |  322354 |
| GO    | 2016-07-01 |  322473 |
| GO    | 2016-08-01 |  320974 |
| GO    | 2016-09-01 |  317850 |
| GO    | 2016-10-01 |  319163 |
| GO    | 2016-11-01 |  309499 |
| GO    | 2016-12-01 |  307334 |
| GO    | 2017-01-01 |  313364 |
| GO    | 2017-02-01 |  315504 |
| MA    | 2011-01-01 |  876407 |
| MA    | 2011-02-01 |  895239 |
| MA    | 2011-03-01 |  896381 |
| MA    | 2011-04-01 |  903284 |
| MA    | 2011-05-01 |  903577 |
| MA    | 2011-06-01 |  902933 |
| MA    | 2011-07-01 |  903073 |
| MA    | 2011-08-01 |  891484 |
| MA    | 2011-09-01 |  912796 |
| MA    | 2011-10-01 |  908907 |
| MA    | 2011-11-01 |  916213 |
| MA    | 2011-12-01 |  920048 |
| MA    | 2012-01-01 |  922040 |
| MA    | 2012-02-01 |  925617 |
| MA    | 2012-03-01 |  925054 |
| MA    | 2012-04-01 |  929416 |
| MA    | 2012-05-01 |  940458 |
| MA    | 2012-06-01 |  938886 |
| MA    | 2012-07-01 |  932626 |
| MA    | 2012-08-01 |  945712 |
| MA    | 2012-09-01 |  943858 |
| MA    | 2012-10-01 |  945867 |
| MA    | 2012-11-01 |  949163 |
