select state, p_date, sum(newcomer) as newcomer, sum(freshout) as freshout from payments group by state, p_date order by state, p_date;
+-------+------------+----------+----------+
| state | p_date     | newcomer | freshout |
| PB    | 2014-10-01 |      882 |     -705 |
| PB    | 2014-11-01 |     1152 |    -1665 |
| PB    | 2014-12-01 |      769 |    -1204 |
| PB    | 2015-01-01 |      677 |     -755 |
| PB    | 2015-02-01 |      728 |    -1177 |
| PB    | 2015-03-01 |      751 |    -6347 |
| PB    | 2015-04-01 |      912 |     -799 |
| PB    | 2015-05-01 |      559 |    -2695 |
| PB    | 2015-06-01 |      855 |    -2007 |
| PB    | 2015-07-01 |      878 |    -2262 |
| PB    | 2015-08-01 |      971 |    -8588 |
| PB    | 2015-09-01 |     4965 |   -12010 |
| PB    | 2015-10-01 |    11646 |   -10649 |
| PB    | 2015-11-01 |    11175 |    -3808 |
| PB    | 2015-12-01 |     6242 |    -9138 |
| PB    | 2016-01-01 |    20472 |     -850 |
| PB    | 2016-02-01 |      471 |    -4919 |
| PB    | 2016-03-01 |     9454 |    -1859 |
| PB    | 2016-04-01 |     1749 |    -2408 |
| PB    | 2016-05-01 |      629 |    -3795 |
| PB    | 2016-06-01 |     2685 |    -3591 |
| PB    | 2016-07-01 |     1858 |    -2324 |
| PB    | 2016-08-01 |      732 |   -14736 |
| PB    | 2016-09-01 |    12639 |    -2900 |
| PB    | 2016-10-01 |      881 |   -17009 |
| PB    | 2016-11-01 |     1015 |    -7085 |
| PB    | 2016-12-01 |     4827 |   -13244 |
| PB    | 2017-01-01 |    13141 |    -1654 |
| PB    | 2017-02-01 |     2693 |  -513959 |
| PE    | 2011-01-01 |  1071970 |   -10796 |
| PE    | 2011-02-01 |    46701 |    -2710 |
| PE    | 2011-03-01 |     3881 |    -2310 |
| PE    | 2011-04-01 |     3851 |    -2770 |
| PE    | 2011-05-01 |     1960 |    -1844 |
| PE    | 2011-06-01 |     2578 |    -1642 |
| PE    | 2011-07-01 |     2148 |   -16039 |
| PE    | 2011-08-01 |    12498 |    -2770 |
| PE    | 2011-09-01 |    15840 |    -5886 |
| PE    | 2011-10-01 |     4096 |    -3262 |
| PE    | 2011-11-01 |    16492 |    -2008 |
| PE    | 2011-12-01 |     5342 |    -8451 |
| PE    | 2012-01-01 |    10205 |    -3297 |
| PE    | 2012-02-01 |     4455 |    -4335 |
| PE    | 2012-03-01 |     2676 |    -3537 |
| PE    | 2012-04-01 |     6159 |   -16686 |
| PE    | 2012-05-01 |    46419 |    -4393 |
| PE    | 2012-06-01 |     1924 |    -3361 |
| PE    | 2012-07-01 |     6342 |    -3557 |
| PE    | 2012-08-01 |     6153 |    -5239 |
| PE    | 2012-09-01 |     1860 |    -1878 |
| PE    | 2012-10-01 |     2803 |    -1187 |
| PE    | 2012-11-01 |     2728 |     -885 |
| PE    | 2012-12-01 |     2757 |    -6686 |
| PE    | 2013-01-01 |     2917 |    -8957 |
| PE    | 2013-02-01 |      980 |    -4090 |
| PE    | 2013-03-01 |     9278 |   -32627 |
| PE    | 2013-04-01 |    25193 |   -36261 |
| PE    | 2013-05-01 |    36116 |   -15251 |
| PE    | 2013-06-01 |     4147 |    -1922 |
| PE    | 2013-07-01 |    16259 |    -8092 |
| PE    | 2013-08-01 |    22029 |    -3894 |
| PE    | 2013-09-01 |    12898 |    -2388 |
| PE    | 2013-10-01 |     1996 |    -8143 |
| PE    | 2013-11-01 |     2010 |    -2858 |
| PE    | 2013-12-01 |    15689 |    -6388 |
| PE    | 2014-01-01 |     3541 |    -4440 |
| PE    | 2014-02-01 |     5752 |   -16456 |
| PE    | 2014-03-01 |    22452 |    -4693 |
| PE    | 2014-04-01 |    12904 |   -15772 |
| PE    | 2014-05-01 |     7095 |    -3000 |
| PE    | 2014-06-01 |    12341 |   -15975 |
| PE    | 2014-07-01 |    38164 |   -13808 |
| PE    | 2014-08-01 |     2240 |    -2143 |
| PE    | 2014-09-01 |     2420 |    -2061 |
| PE    | 2014-10-01 |     1660 |    -1679 |
| PE    | 2014-11-01 |     1977 |    -3224 |
| PE    | 2014-12-01 |     1203 |    -2390 |
| PE    | 2015-01-01 |      734 |    -2060 |
| PE    | 2015-02-01 |     1346 |    -1927 |
| PE    | 2015-03-01 |      725 |   -25231 |
| PE    | 2015-04-01 |     2422 |    -1361 |
| PE    | 2015-05-01 |      737 |    -4992 |
| PE    | 2015-06-01 |     2019 |    -3438 |
| PE    | 2015-07-01 |     1923 |    -4542 |
| PE    | 2015-08-01 |     2163 |   -17302 |
| PE    | 2015-09-01 |    22614 |   -24683 |
| PE    | 2015-10-01 |    24581 |   -25462 |
| PE    | 2015-11-01 |    16366 |    -6063 |
| PE    | 2015-12-01 |    10523 |   -27873 |
| PE    | 2016-01-01 |    50201 |    -1828 |
| PE    | 2016-02-01 |      727 |   -21255 |
| PE    | 2016-03-01 |    16679 |    -4130 |
| PE    | 2016-04-01 |     4762 |    -4878 |
| PE    | 2016-05-01 |      959 |    -6308 |
| PE    | 2016-06-01 |     3610 |   -10057 |
| PE    | 2016-07-01 |     8901 |    -5452 |
| PE    | 2016-08-01 |     1124 |   -33392 |
| PE    | 2016-09-01 |    26165 |    -7876 |
| PE    | 2016-10-01 |     3532 |   -36503 |
| PE    | 2016-11-01 |     3954 |   -16949 |
| PE    | 2016-12-01 |    10049 |   -29591 |
| PE    | 2017-01-01 |    36969 |    -4888 |
| PE    | 2017-02-01 |     5735 | -1126693 |
| PI    | 2011-01-01 |   428090 |    -4644 |
| PI    | 2011-02-01 |    17803 |     -996 |
| PI    | 2011-03-01 |     1222 |     -738 |
| PI    | 2011-04-01 |     2332 |     -893 |
| PI    | 2011-05-01 |      732 |     -876 |
| PI    | 2011-06-01 |      624 |    -1009 |
| PI    | 2011-07-01 |      983 |    -5778 |
| PI    | 2011-08-01 |     5732 |    -1130 |
| PI    | 2011-09-01 |     6500 |    -2307 |
| PI    | 2011-10-01 |     1274 |    -1483 |
| PI    | 2011-11-01 |     5763 |     -859 |
| PI    | 2011-12-01 |     1862 |    -3760 |
| PI    | 2012-01-01 |     4041 |    -1458 |
| PI    | 2012-02-01 |     2355 |    -2248 |
| PI    | 2012-03-01 |     1515 |    -1985 |
| PI    | 2012-04-01 |     2817 |    -6279 |
| PI    | 2012-05-01 |    13080 |    -2077 |
| PI    | 2012-06-01 |     1048 |    -1597 |
| PI    | 2012-07-01 |     2071 |    -1626 |
| PI    | 2012-08-01 |     6272 |    -2250 |
| PI    | 2012-09-01 |      942 |    -1009 |
| PI    | 2012-10-01 |     1193 |     -534 |
| PI    | 2012-11-01 |     1174 |     -496 |
| PI    | 2012-12-01 |     1108 |    -2189 |
| PI    | 2013-01-01 |     1518 |    -3584 |
| PI    | 2013-02-01 |      471 |    -1749 |
| PI    | 2013-03-01 |     2545 |   -17407 |
| PI    | 2013-04-01 |    15401 |   -15201 |
| PI    | 2013-05-01 |    14319 |    -5989 |
| PI    | 2013-06-01 |     2069 |     -939 |
| PI    | 2013-07-01 |     8405 |    -3568 |
| PI    | 2013-08-01 |     5419 |    -1857 |
| PI    | 2013-09-01 |     2929 |    -1183 |
| PI    | 2013-10-01 |      709 |    -2796 |
| PI    | 2013-11-01 |     1285 |    -1470 |
| PI    | 2013-12-01 |     6062 |    -2455 |
| PI    | 2014-01-01 |     1102 |    -1828 |
| PI    | 2014-02-01 |     2530 |    -6396 |
| PI    | 2014-03-01 |     6746 |    -2132 |
| PI    | 2014-04-01 |     6436 |    -5229 |
| PI    | 2014-05-01 |     2264 |    -1436 |
| PI    | 2014-06-01 |     5590 |    -6159 |
| PI    | 2014-07-01 |    17925 |    -5343 |
| PI    | 2014-08-01 |      949 |    -1083 |
| PI    | 2014-09-01 |     1143 |     -827 |
| PI    | 2014-10-01 |      674 |     -689 |
| PI    | 2014-11-01 |      710 |    -1299 |
| PI    | 2014-12-01 |      622 |     -886 |
| PI    | 2015-01-01 |      346 |     -862 |
| PI    | 2015-02-01 |      557 |    -1022 |
| PI    | 2015-03-01 |      418 |    -6190 |
| PI    | 2015-04-01 |      654 |     -597 |
| PI    | 2015-05-01 |      343 |    -2369 |
| PI    | 2015-06-01 |     1208 |    -1793 |
| PI    | 2015-07-01 |      812 |    -2013 |
| PI    | 2015-08-01 |      797 |    -6870 |
| PI    | 2015-09-01 |     5196 |    -9807 |
| PI    | 2015-10-01 |     9574 |    -8793 |
| PI    | 2015-11-01 |     7967 |    -3028 |
| PI    | 2015-12-01 |     4201 |   -10591 |
| PI    | 2016-01-01 |    20411 |     -794 |
| PI    | 2016-02-01 |      262 |    -7005 |
| PI    | 2016-03-01 |     7814 |    -1790 |
| PI    | 2016-04-01 |     1837 |    -1507 |
| PI    | 2016-05-01 |      479 |    -2649 |
| PI    | 2016-06-01 |     1446 |    -3798 |
| PI    | 2016-07-01 |     2188 |    -2281 |
| PI    | 2016-08-01 |      569 |   -12631 |
| PI    | 2016-09-01 |     9411 |    -2844 |
| PI    | 2016-10-01 |     1099 |   -14516 |
| PI    | 2016-11-01 |      911 |    -5317 |
| PI    | 2016-12-01 |     2866 |   -11288 |
| PI    | 2017-01-01 |    13416 |    -1399 |
| PI    | 2017-02-01 |     1855 |  -445806 |
| PR    | 2011-01-01 |   463119 |   -12367 |
| PR    | 2011-02-01 |    12456 |    -1962 |
| PR    | 2011-03-01 |     2482 |    -2648 |
| PR    | 2011-04-01 |     5514 |    -7712 |
| PR    | 2011-05-01 |     2166 |    -2589 |
| PR    | 2011-06-01 |     2119 |    -2701 |
| PR    | 2011-07-01 |     4015 |   -19725 |
| PR    | 2011-08-01 |    15204 |    -3915 |
| PR    | 2011-09-01 |     5717 |    -5777 |
| PR    | 2011-10-01 |     5766 |    -3769 |
| PR    | 2011-11-01 |     7215 |    -3052 |
| PR    | 2011-12-01 |     3701 |    -7778 |
| PR    | 2012-01-01 |     5199 |    -2789 |
| PR    | 2012-02-01 |     6409 |    -5974 |
| PR    | 2012-03-01 |     2744 |    -3460 |
| PR    | 2012-04-01 |     5673 |   -11807 |
| PR    | 2012-05-01 |    10610 |    -4517 |
| PR    | 2012-06-01 |     1637 |    -3114 |
| PR    | 2012-07-01 |    10054 |    -3947 |
| PR    | 2012-08-01 |     6593 |    -5611 |
| PR    | 2012-09-01 |     1301 |    -1916 |
| PR    | 2012-10-01 |     2224 |    -1431 |
| PR    | 2012-11-01 |     3855 |    -1430 |
| PR    | 2012-12-01 |     3313 |    -6341 |
| PR    | 2013-01-01 |     3461 |   -13636 |
| PR    | 2013-02-01 |     1968 |    -4117 |
| PR    | 2013-03-01 |    14527 |   -20299 |
| PR    | 2013-04-01 |    12537 |   -17539 |
| PR    | 2013-05-01 |    20796 |   -10266 |
| PR    | 2013-06-01 |     3394 |    -1965 |
| PR    | 2013-07-01 |     5432 |    -7560 |
| PR    | 2013-08-01 |     3893 |    -4408 |
| PR    | 2013-09-01 |     4954 |    -2801 |
| PR    | 2013-10-01 |      832 |    -7145 |
| PR    | 2013-11-01 |     8746 |    -3446 |
| PR    | 2013-12-01 |    13670 |    -5927 |
| PR    | 2014-01-01 |     3767 |    -3060 |
| PR    | 2014-02-01 |     4044 |   -11762 |
| PR    | 2014-03-01 |     8790 |    -3861 |
| PR    | 2014-04-01 |     7094 |    -9042 |
| PR    | 2014-05-01 |     5199 |    -2876 |
| PR    | 2014-06-01 |     5174 |    -8345 |
| PR    | 2014-07-01 |     7575 |    -7296 |
| PR    | 2014-08-01 |     1195 |    -2691 |
| PR    | 2014-09-01 |     1422 |    -2553 |
| PR    | 2014-10-01 |      792 |    -1822 |
| PR    | 2014-11-01 |     3844 |    -3941 |
| PR    | 2014-12-01 |     4439 |    -2769 |
| PR    | 2015-01-01 |      472 |    -2450 |
| PR    | 2015-02-01 |      492 |    -2785 |
| PR    | 2015-03-01 |      481 |   -16660 |
| PR    | 2015-04-01 |     8140 |    -2711 |
| PR    | 2015-05-01 |      434 |    -4509 |
| PR    | 2015-06-01 |     5434 |    -3820 |
| PR    | 2015-07-01 |     4984 |    -4243 |
| PR    | 2015-08-01 |     3412 |    -7339 |
| PR    | 2015-09-01 |    14708 |   -17378 |
| PR    | 2015-10-01 |    13872 |   -16696 |
| PR    | 2015-11-01 |     6578 |    -5233 |
| PR    | 2015-12-01 |     8193 |   -18432 |
| PR    | 2016-01-01 |     9268 |    -1976 |
| PR    | 2016-02-01 |     1043 |    -9933 |
| PR    | 2016-03-01 |     5893 |    -4260 |
| PR    | 2016-04-01 |     5006 |    -4517 |
| PR    | 2016-05-01 |      435 |    -3583 |
| PR    | 2016-06-01 |     3595 |    -8315 |
| PR    | 2016-07-01 |     9647 |    -5027 |
| PR    | 2016-08-01 |     1442 |   -22138 |
| PR    | 2016-09-01 |    17862 |    -5680 |
| PR    | 2016-10-01 |     3828 |   -22938 |
| PR    | 2016-11-01 |     3853 |   -15752 |
| PR    | 2016-12-01 |     7507 |   -20295 |
| PR    | 2017-01-01 |     8132 |    -4989 |
| PR    | 2017-02-01 |     3132 |  -366160 |
| RJ    | 2011-01-01 |   685146 |   -12278 |
| RJ    | 2011-02-01 |    28122 |    -1656 |
| RJ    | 2011-03-01 |     4444 |    -1073 |
| RJ    | 2011-04-01 |     4887 |    -1674 |
| RJ    | 2011-05-01 |     1352 |    -1443 |
| RJ    | 2011-06-01 |     2260 |    -2164 |
| RJ    | 2011-07-01 |     1926 |   -20256 |
| RJ    | 2011-08-01 |    20551 |    -4472 |
| RJ    | 2011-09-01 |    23471 |    -5752 |
| RJ    | 2011-10-01 |    16230 |    -2968 |
| RJ    | 2011-11-01 |    13154 |    -2309 |
| RJ    | 2011-12-01 |    10133 |    -9574 |
| RJ    | 2012-01-01 |    10757 |    -2505 |
| RJ    | 2012-02-01 |    12626 |    -5210 |
| RJ    | 2012-03-01 |     9121 |    -4589 |
| RJ    | 2012-04-01 |     8720 |   -18214 |
| RJ    | 2012-05-01 |    22837 |    -3719 |
| RJ    | 2012-06-01 |     1342 |    -3327 |
| RJ    | 2012-07-01 |    27071 |    -2929 |
| RJ    | 2012-08-01 |    15056 |    -7403 |
| RJ    | 2012-09-01 |     1333 |    -1715 |
| RJ    | 2012-10-01 |     1901 |    -1303 |
| RJ    | 2012-11-01 |     2870 |     -669 |
| RJ    | 2012-12-01 |     2845 |    -6527 |
| RJ    | 2013-01-01 |     2794 |    -9085 |
| RJ    | 2013-02-01 |     1019 |    -4805 |
| RJ    | 2013-03-01 |    52772 |   -21573 |
| RJ    | 2013-04-01 |    11555 |   -34066 |
| RJ    | 2013-05-01 |    44384 |   -15127 |
| RJ    | 2013-06-01 |     2417 |    -1561 |
| RJ    | 2013-07-01 |    14192 |    -7246 |
| RJ    | 2013-08-01 |     7554 |    -2910 |
| RJ    | 2013-09-01 |     7419 |    -1783 |
| RJ    | 2013-10-01 |     1235 |    -7293 |
| RJ    | 2013-11-01 |    20924 |    -2401 |
| RJ    | 2013-12-01 |    26594 |    -5833 |
| RJ    | 2014-01-01 |     5681 |    -2487 |
| RJ    | 2014-02-01 |     5873 |   -14102 |
| RJ    | 2014-03-01 |    16153 |    -2955 |
| RJ    | 2014-04-01 |    10248 |   -16380 |
| RJ    | 2014-05-01 |     9974 |    -1960 |
| RJ    | 2014-06-01 |     6594 |   -19988 |
| RJ    | 2014-07-01 |    22662 |   -12942 |
| RJ    | 2014-08-01 |     1336 |    -1902 |
| RJ    | 2014-09-01 |     1628 |    -1897 |
| RJ    | 2014-10-01 |     1116 |    -1445 |
| RJ    | 2014-11-01 |     2878 |    -3660 |
| RJ    | 2014-12-01 |     2070 |    -2850 |
| RJ    | 2015-01-01 |      554 |    -1521 |
| RJ    | 2015-02-01 |      494 |    -1568 |
| RJ    | 2015-03-01 |      612 |   -27051 |
| RJ    | 2015-04-01 |    29168 |    -1301 |
| RJ    | 2015-05-01 |      419 |    -3747 |
| RJ    | 2015-06-01 |     7025 |    -2892 |
| RJ    | 2015-07-01 |     6758 |    -4282 |
| RJ    | 2015-08-01 |     5815 |   -14890 |
| RJ    | 2015-09-01 |    19348 |   -27792 |
| RJ    | 2015-10-01 |    31206 |   -22224 |
| RJ    | 2015-11-01 |    13698 |    -5119 |
| RJ    | 2015-12-01 |     9692 |   -33461 |
| RJ    | 2016-01-01 |    16357 |    -1933 |
| RJ    | 2016-02-01 |     2269 |   -29092 |
| RJ    | 2016-03-01 |     7968 |    -3696 |
| RJ    | 2016-04-01 |     7280 |    -4562 |
| RJ    | 2016-05-01 |      464 |    -4491 |
| RJ    | 2016-06-01 |     2408 |   -14696 |
| RJ    | 2016-07-01 |    18281 |    -5613 |
| RJ    | 2016-08-01 |      640 |   -39435 |
| RJ    | 2016-09-01 |    30107 |    -7027 |
| RJ    | 2016-10-01 |     6664 |   -38921 |
| RJ    | 2016-11-01 |     7080 |   -11648 |
| RJ    | 2016-12-01 |    11570 |   -32930 |
| RJ    | 2017-01-01 |     6532 |    -5426 |
| RJ    | 2017-02-01 |     5723 |  -792385 |
| RN    | 2011-01-01 |   337773 |    -3543 |
| RN    | 2011-02-01 |     8715 |     -511 |
| RN    | 2011-03-01 |      857 |     -670 |
| RN    | 2011-04-01 |     1649 |    -2429 |
| RN    | 2011-05-01 |      601 |     -743 |
| RN    | 2011-06-01 |     2461 |     -887 |
| RN    | 2011-07-01 |      913 |    -6217 |
| RN    | 2011-08-01 |     5048 |    -1034 |
| RN    | 2011-09-01 |     8388 |    -1764 |
| RN    | 2011-10-01 |     1985 |    -1358 |
| RN    | 2011-11-01 |     5592 |     -945 |
| RN    | 2011-12-01 |     2724 |    -3228 |
| RN    | 2012-01-01 |     3868 |    -1015 |
| RN    | 2012-02-01 |     2929 |    -1333 |
| RN    | 2012-03-01 |     1287 |    -1389 |
| RN    | 2012-04-01 |     2709 |    -4929 |
| RN    | 2012-05-01 |    12469 |    -1540 |
| RN    | 2012-06-01 |      804 |    -1213 |
| RN    | 2012-07-01 |     2803 |    -1130 |
| RN    | 2012-08-01 |     3048 |    -1871 |
| RN    | 2012-09-01 |      697 |     -693 |
| RN    | 2012-10-01 |      925 |     -430 |
| RN    | 2012-11-01 |     1403 |     -384 |
| RN    | 2012-12-01 |     1196 |    -2177 |
| RN    | 2013-01-01 |     1340 |    -3926 |
| RN    | 2013-02-01 |      319 |    -1361 |
| RN    | 2013-03-01 |     4129 |   -12813 |
| RN    | 2013-04-01 |    10742 |   -13435 |
| RN    | 2013-05-01 |    14241 |    -5080 |
| RN    | 2013-06-01 |     1910 |     -681 |
| RN    | 2013-07-01 |     5068 |    -3225 |
| RN    | 2013-08-01 |     5122 |    -1353 |
| RN    | 2013-09-01 |     3879 |     -927 |
| RN    | 2013-10-01 |      470 |    -2515 |
| RN    | 2013-11-01 |      679 |    -1071 |
| RN    | 2013-12-01 |     5948 |    -2264 |
| RN    | 2014-01-01 |     1265 |    -1574 |
| RN    | 2014-02-01 |     1382 |    -3783 |
| RN    | 2014-03-01 |     7334 |    -1810 |
| RN    | 2014-04-01 |     3121 |    -6088 |
| RN    | 2014-05-01 |     3515 |    -1092 |
| RN    | 2014-06-01 |     4043 |    -4240 |
| RN    | 2014-07-01 |    11621 |    -4196 |
| RN    | 2014-08-01 |      819 |     -865 |
| RN    | 2014-09-01 |      839 |     -777 |
| RN    | 2014-10-01 |      552 |     -554 |
| RN    | 2014-11-01 |      655 |    -1309 |
| RN    | 2014-12-01 |      326 |     -904 |
| RN    | 2015-01-01 |      241 |     -739 |
| RN    | 2015-02-01 |      270 |     -876 |
| RN    | 2015-03-01 |      237 |    -6785 |
| RN    | 2015-04-01 |      434 |     -643 |
| RN    | 2015-05-01 |      172 |    -1766 |
| RN    | 2015-06-01 |      339 |    -1468 |
| RN    | 2015-07-01 |     2466 |    -1658 |
| RN    | 2015-08-01 |      388 |    -4742 |
| RN    | 2015-09-01 |     7550 |    -8707 |
| RN    | 2015-10-01 |     9323 |    -8174 |
| RN    | 2015-11-01 |     5780 |    -2234 |
| RN    | 2015-12-01 |     3808 |    -9848 |
| RN    | 2016-01-01 |    12077 |     -761 |
| RN    | 2016-02-01 |      135 |    -6254 |
| RN    | 2016-03-01 |     4262 |    -1556 |
| RN    | 2016-04-01 |     1490 |    -1751 |
| RN    | 2016-05-01 |      250 |    -2386 |
| RN    | 2016-06-01 |     1305 |    -3714 |
| RN    | 2016-07-01 |     3051 |    -2068 |
| RN    | 2016-08-01 |      253 |   -10209 |
| RN    | 2016-09-01 |     7993 |    -2337 |
| RN    | 2016-10-01 |     1050 |   -10774 |
| RN    | 2016-11-01 |     1140 |    -6394 |
| RN    | 2016-12-01 |     3356 |   -11588 |
| RN    | 2017-01-01 |     6915 |    -1493 |
| RN    | 2017-02-01 |     1499 |  -345019 |
| RO    | 2011-01-01 |   113564 |    -3478 |
| RO    | 2011-02-01 |     2122 |     -216 |
| RO    | 2011-03-01 |      847 |     -509 |
| RO    | 2011-04-01 |     1303 |    -1689 |
| RO    | 2011-05-01 |      175 |     -342 |
| RO    | 2011-06-01 |      243 |     -586 |
| RO    | 2011-07-01 |      512 |    -3788 |
| RO    | 2011-08-01 |     2329 |     -430 |
| RO    | 2011-09-01 |     3724 |     -954 |
| RO    | 2011-10-01 |      934 |     -597 |
| RO    | 2011-11-01 |     2305 |     -415 |
| RO    | 2011-12-01 |     1079 |    -1283 |
| RO    | 2012-01-01 |     1533 |     -478 |
| RO    | 2012-02-01 |     1824 |     -717 |
| RO    | 2012-03-01 |      943 |     -936 |
| RO    | 2012-04-01 |     1141 |    -2553 |
| RO    | 2012-05-01 |     2576 |    -1034 |
| RO    | 2012-06-01 |      356 |     -560 |
| RO    | 2012-07-01 |     2196 |     -520 |
| RO    | 2012-08-01 |     2205 |    -1247 |
| RO    | 2012-09-01 |      279 |     -337 |
| RO    | 2012-10-01 |      415 |     -183 |
| RO    | 2012-11-01 |      537 |     -259 |
| RO    | 2012-12-01 |      458 |    -1018 |
| RO    | 2013-01-01 |      460 |    -1665 |
| RO    | 2013-02-01 |      155 |     -693 |
| RO    | 2013-03-01 |     2586 |    -3434 |
| RO    | 2013-04-01 |     2872 |    -5031 |
| RO    | 2013-05-01 |     4476 |    -2264 |
| RO    | 2013-06-01 |      526 |     -460 |
| RO    | 2013-07-01 |     3313 |    -1322 |
| RO    | 2013-08-01 |     2428 |     -718 |
| RO    | 2013-09-01 |      804 |     -412 |
| RO    | 2013-10-01 |      226 |    -1207 |
| RO    | 2013-11-01 |     1093 |     -542 |
| RO    | 2013-12-01 |     2685 |    -1135 |
| RO    | 2014-01-01 |      627 |     -795 |
| RO    | 2014-02-01 |      680 |    -2521 |
| RO    | 2014-03-01 |     2538 |     -677 |
| RO    | 2014-04-01 |     1787 |    -2147 |
| RO    | 2014-05-01 |     1166 |     -499 |
| RO    | 2014-06-01 |      937 |    -2760 |
| RO    | 2014-07-01 |     4939 |    -2233 |
| RO    | 2014-08-01 |      313 |     -485 |
| RO    | 2014-09-01 |      302 |     -400 |
| RO    | 2014-10-01 |      163 |     -271 |
| RO    | 2014-11-01 |      459 |    -1082 |
| RO    | 2014-12-01 |      275 |     -502 |
| RO    | 2015-01-01 |       78 |     -423 |
| RO    | 2015-02-01 |      110 |     -424 |
| RO    | 2015-03-01 |      105 |    -3416 |
| RO    | 2015-04-01 |     1466 |     -392 |
| RO    | 2015-05-01 |       61 |     -955 |
| RO    | 2015-06-01 |      533 |    -1027 |
| RO    | 2015-07-01 |      299 |    -1178 |
| RO    | 2015-08-01 |      213 |    -3111 |
| RO    | 2015-09-01 |     1656 |    -3785 |
| RO    | 2015-10-01 |     3582 |    -3241 |
| RO    | 2015-11-01 |     2049 |    -1204 |
| RO    | 2015-12-01 |     1188 |    -4491 |
| RO    | 2016-01-01 |     1565 |     -653 |
| RO    | 2016-02-01 |      119 |    -3612 |
| RO    | 2016-03-01 |     1011 |     -799 |
| RO    | 2016-04-01 |      695 |     -736 |
| RO    | 2016-05-01 |       77 |     -930 |
| RO    | 2016-06-01 |      613 |    -2641 |
| RO    | 2016-07-01 |      857 |    -1098 |
| RO    | 2016-08-01 |      245 |    -4513 |
| RO    | 2016-09-01 |     3086 |    -1549 |
| RO    | 2016-10-01 |      368 |    -4048 |
| RO    | 2016-11-01 |      376 |    -2626 |
| RO    | 2016-12-01 |     1440 |    -4598 |
| RO    | 2017-01-01 |      916 |     -975 |
| RO    | 2017-02-01 |      348 |   -90619 |
| RR    | 2011-01-01 |    43372 |     -303 |
| RR    | 2011-02-01 |     2697 |     -101 |
| RR    | 2011-03-01 |      131 |     -118 |
| RR    | 2011-04-01 |      159 |     -174 |
| RR    | 2011-05-01 |      125 |      -84 |
| RR    | 2011-06-01 |       57 |      -86 |
| RR    | 2011-07-01 |      198 |     -576 |
| RR    | 2011-08-01 |      488 |     -257 |
| RR    | 2011-09-01 |      780 |     -355 |
| RR    | 2011-10-01 |      250 |      -80 |
| RR    | 2011-11-01 |      257 |      -59 |
| RR    | 2011-12-01 |      300 |     -232 |
| RR    | 2012-01-01 |      275 |      -85 |
| RR    | 2012-02-01 |      122 |     -126 |
| RR    | 2012-03-01 |       75 |     -137 |
| RR    | 2012-04-01 |      312 |     -497 |
| RR    | 2012-05-01 |     1952 |     -126 |
| RR    | 2012-06-01 |       63 |     -144 |
| RR    | 2012-07-01 |      117 |     -104 |
| RR    | 2012-08-01 |      171 |     -161 |
| RR    | 2012-09-01 |       64 |      -86 |
| RR    | 2012-10-01 |      139 |      -38 |
| RR    | 2012-11-01 |      123 |      -24 |
| RR    | 2012-12-01 |      131 |     -380 |
| RR    | 2013-01-01 |      168 |     -305 |
| RR    | 2013-02-01 |       41 |     -193 |
| RR    | 2013-03-01 |      294 |     -830 |
| RR    | 2013-04-01 |      613 |    -1410 |
| RR    | 2013-05-01 |     1559 |     -497 |
| RR    | 2013-06-01 |      153 |     -107 |
| RR    | 2013-07-01 |      602 |     -348 |
| RR    | 2013-08-01 |      279 |     -250 |
| RR    | 2013-09-01 |      201 |     -183 |
| RR    | 2013-10-01 |      208 |     -281 |
| RR    | 2013-11-01 |      229 |     -241 |
| RR    | 2013-12-01 |      699 |     -286 |
| RR    | 2014-01-01 |      443 |     -255 |
| RR    | 2014-02-01 |      157 |     -426 |
| RR    | 2014-03-01 |      385 |     -139 |
| RR    | 2014-04-01 |      351 |     -554 |
| RR    | 2014-05-01 |      620 |     -162 |
| RR    | 2014-06-01 |      783 |    -1117 |
| RR    | 2014-07-01 |     3083 |    -1087 |
| RR    | 2014-08-01 |      213 |     -136 |
| RR    | 2014-09-01 |      320 |     -169 |
| RR    | 2014-10-01 |      126 |      -89 |
| RR    | 2014-11-01 |      157 |     -191 |
| RR    | 2014-12-01 |      101 |     -114 |
| RR    | 2015-01-01 |       85 |     -114 |
| RR    | 2015-02-01 |      682 |     -147 |
| RR    | 2015-03-01 |       89 |     -935 |
| RR    | 2015-04-01 |      112 |      -87 |
| RR    | 2015-05-01 |       46 |     -438 |
| RR    | 2015-06-01 |      391 |     -269 |
| RR    | 2015-07-01 |       61 |     -238 |
| RR    | 2015-08-01 |      369 |    -1593 |
| RR    | 2015-09-01 |      436 |    -1347 |
| RR    | 2015-10-01 |     1220 |    -1441 |
| RR    | 2015-11-01 |     1555 |     -310 |
| RR    | 2015-12-01 |      755 |    -1559 |
| RR    | 2016-01-01 |     3882 |     -131 |
| RR    | 2016-02-01 |       20 |     -648 |
| RR    | 2016-03-01 |     1987 |     -321 |
| RR    | 2016-04-01 |      225 |     -471 |
| RR    | 2016-05-01 |      116 |     -366 |
| RR    | 2016-06-01 |      216 |     -670 |
| RR    | 2016-07-01 |      392 |     -381 |
| RR    | 2016-08-01 |       54 |    -2227 |
| RR    | 2016-09-01 |      717 |    -1071 |
| RR    | 2016-10-01 |       42 |    -1715 |
| RR    | 2016-11-01 |      294 |     -718 |
